ACCOUNT_NO,NAME,AGE,COUNTRY,GENDER,ACCOUNT_STATUS,LAST_UPDATED_DATE,CREATED_DATE
QGKF46540808514234,John Fields,,Puerto Rico,M,Open,1970-04-15 21:45:24,2004-07-12 09:36:48
TZGN42254486064434,Michael Cruz,,Guatemala,F,Open,1987-06-01 06:31:22,2014-10-31 09:19:15
BBGD31285693963880,Billy Cooper,,Holy See (Vatican City State),M,Open,1991-12-09 06:40:29,1990-09-20 23:16:02
DZSA50507187689064,Rebecca Peterson,,Netherlands Antilles,F,Hold,2011-07-10 22:28:17,2019-12-30 05:11:45
TBPA41844040614319,Patty Rodriguez,,Venezuela,F,Closed,2018-04-16 19:19:11,2009-12-16 03:13:26
XVYH39433542600003,Matthew Delacruz,,Uzbekistan,F,Hold,1970-05-18 08:37:27,2015-06-08 19:23:49
PYZE46030663925093,Susan Mcclure,,Spain,F,Open,2018-11-30 06:58:20,2020-07-06 11:12:21
TUGK33885824107148,Charles Hahn,,China,M,Hold,2012-03-13 06:48:54,1976-04-14 18:12:27
ECGD29880735676358,Amber Mccoy,,Cyprus,F,Hold,1974-12-27 22:13:48,1994-04-26 02:38:35
MFOH29176636103497,Amber Ayers,,Germany,M,Hold,1981-06-01 23:42:25,2007-05-02 10:24:59
FSLB52814290856251,Terry Lee,,India,M,Closed,1995-05-12 10:16:45,1981-03-06 13:27:49
WNFZ94010889214219,Lynn Richardson,,Guinea-Bissau,F,Closed,2007-06-21 07:08:32,1991-01-04 10:56:40
JUJM07617920246372,Andrew Marshall,,San Marino,F,Hold,1978-03-08 15:51:57,1984-06-21 11:44:12
CWHD44768758336810,Denise Snow,,Denmark,M,Open,1994-10-10 15:54:24,1996-04-07 13:05:38
JCPU08452002982732,Katherine Smith,,Cuba,F,Hold,1981-10-22 20:09:13,1987-07-29 15:48:38
KQMP59216732119428,Alison Webb,,Bhutan,M,Closed,1985-12-01 03:42:54,1978-09-15 16:16:21
WZSC44465815094273,Ryan Marshall MD,,Malawi,M,Closed,1985-08-11 17:25:53,1979-10-25 03:29:53
KRPA03394446724346,Michael Newton,,Mozambique,F,Open,1970-06-26 20:07:38,1999-06-11 04:16:16
UJQR94334327825998,Kelly Gillespie,,Vietnam,M,Open,1983-09-03 23:37:46,2018-06-18 14:05:14
NDGQ70903751940016,Craig Smith,,Eritrea,F,Open,1972-07-11 17:59:04,1979-03-01 08:15:23
RYZU61170927829271,Mariah Lopez,,Kazakhstan,F,Open,2016-10-30 13:54:13,2021-02-27 00:44:30
BEXT09183516365445,Bill Pope,,Mauritius,F,Hold,1981-02-05 02:38:22,1972-02-01 03:34:58
SGVD97915892120743,Michael Daugherty,,South Georgia and the South Sandwich Islands,F,Open,1977-06-19 02:57:52,1995-08-20 19:46:19
CVWQ83641667080283,Gregory Hill,,Maldives,F,Hold,2003-01-04 21:37:08,1983-08-03 19:53:47
PUMY76643577572270,Robert Randolph,,Liberia,F,Open,2005-07-12 10:42:28,1988-02-19 15:36:47
GQPD34221993271182,Gregory Hunter,,Croatia,M,Open,2019-11-05 02:32:32,2003-08-06 00:03:21
ICIJ88490485760620,Larry Oconnor,,Armenia,M,Open,1993-02-14 16:58:19,1993-02-16 21:55:44
RPMN51114169149755,Reginald Moss,,Portugal,F,Closed,1978-01-09 07:50:57,1993-04-01 16:21:54
UIWE03739201462526,Allison Burton,,Portugal,F,Open,1995-04-13 18:00:30,2004-12-24 13:46:11
DJSP12629286271974,Caitlin Moore,,French Guiana,F,Open,1988-02-23 21:49:22,2003-01-06 20:33:27
CHJF85532326435586,Kevin Moore,,Austria,M,Closed,2019-02-27 19:28:19,1979-09-13 15:56:01
NYIX77804012246256,Anthony Martinez,,Burundi,F,Closed,2022-03-24 21:27:02,2007-09-23 15:18:52
MCOV13481072348802,Daniel Howard,,Thailand,F,Closed,2012-04-22 23:21:42,2009-09-12 05:29:05
NXFH94315190774448,Patricia Scott,,Guadeloupe,M,Closed,1997-07-02 02:23:24,2012-08-14 21:19:13
MNPT67200809687641,Eric Larson,,Sudan,F,Open,1987-10-22 11:39:17,2018-01-08 06:44:25
GJOF03311729716386,Ryan Goodwin,,Armenia,M,Hold,1998-10-01 11:33:43,1976-04-24 16:46:38
PFNN24951767241880,Susan Thomas,,Barbados,F,Hold,1995-11-04 20:25:48,2022-04-19 00:35:47
XBOW41524597042879,Tara Reyes,,Cyprus,M,Open,1985-07-03 10:52:11,1986-07-07 13:32:33
CDQV12231894877429,Daniel Church,,Egypt,M,Hold,1974-11-20 09:57:35,2020-12-19 10:57:08
OSJH52617856310043,Michael Glover,,Nicaragua,M,Open,2009-03-08 11:45:39,2013-09-18 09:42:56
KDIU24503786838179,John Duffy,,Italy,M,Hold,2012-11-13 16:24:02,1980-04-11 00:39:18
KBUR39864990002847,Derek Watson,,Malta,M,Closed,2019-05-07 01:54:43,1995-01-18 05:33:06
IHLP37492052881056,Ashlee Dillon,,Morocco,F,Hold,1991-07-01 13:37:49,1988-08-20 02:24:16
ZHAO06245025251411,Patrick Huffman,,Liberia,F,Closed,2013-08-16 03:28:15,1985-07-11 21:00:19
KPWX27698872649461,Jay Garza,,Central African Republic,F,Open,1998-12-02 18:22:43,1989-06-03 12:06:22
HJOD39194774485821,Caroline Brown,,Aruba,M,Hold,1977-01-03 15:44:10,1970-07-03 21:46:20
QKOC17081440555998,Joel Ramsey,,Bangladesh,M,Closed,1993-02-28 18:39:12,1975-09-08 08:40:42
KBRJ91118845875404,Taylor Heath,,India,F,Open,2017-07-15 06:19:38,2015-01-29 10:54:32
MRFG53547996826965,Elizabeth Wheeler,,Poland,M,Hold,2000-07-05 17:40:33,1998-06-05 06:29:05
RYOY84398509349558,Jeffrey Lee,,Taiwan,F,Open,1987-07-01 05:29:29,1980-02-12 05:36:01
YIXR75524880697533,Christopher Lopez,,Lao People's Democratic Republic,M,Closed,1983-03-20 20:47:45,1982-12-22 03:31:10
XWRA30629355309674,Gregory Bishop,,Bangladesh,M,Closed,2007-06-02 04:16:34,1973-05-12 02:17:19
PXWR99662301967757,Joseph Sanchez,,Niger,M,Open,2016-11-04 15:13:52,2007-08-23 13:46:32
MFEB62648297133450,Robert Bean,,Malawi,F,Closed,2006-11-09 21:24:17,1975-08-22 03:14:53
EJVJ41041582816162,Jennifer Mcguire,,Netherlands,M,Closed,2007-03-17 06:31:35,1997-12-25 08:51:25
TKYH62076669914390,Thomas Robinson III,,Montenegro,F,Closed,2002-02-18 02:29:31,1998-05-14 23:06:41
TVCK35188380871525,Amber Jones,,Vanuatu,F,Hold,1970-08-08 04:48:09,1976-07-16 23:00:48
XKXN03267315628949,Kathryn Meadows,,Rwanda,F,Hold,1981-02-06 23:22:50,1986-01-08 21:55:16
XVGG91980771788240,Jeffrey Gray,,Ethiopia,F,Open,1978-09-04 18:16:35,1993-10-12 07:12:26
HZJC93485279022191,Lisa Martinez,,Marshall Islands,M,Open,1980-09-25 02:27:58,2001-03-30 09:51:14
WMQH49576351882522,Chad Spencer DDS,,Cook Islands,F,Open,2021-10-14 17:38:32,1988-09-11 02:04:05
FMVZ89179145680170,Karen Morris,,Serbia,F,Open,2006-06-26 13:48:38,1975-12-27 12:16:24
HZBS52766784606640,Joan Taylor,,United States Minor Outlying Islands,F,Open,1976-06-16 19:00:31,1982-03-08 12:04:14
LYVB62857331681640,Anne Harrell DVM,,Albania,F,Hold,1992-08-30 05:57:04,1997-02-11 16:23:54
IVFL42358414238751,Matthew Jackson,,Slovenia,F,Closed,2004-10-15 17:57:17,2001-10-30 01:52:52
KCNL08310766447468,Brian Alvarez,,Guam,F,Hold,2016-06-06 18:53:42,2001-10-14 18:19:14
VNJX74502874016103,Rebecca Wagner,,United States Virgin Islands,F,Hold,1984-06-11 08:36:33,1983-03-14 21:58:27
XBSZ61048733817270,Louis Ross,,Syrian Arab Republic,F,Hold,1976-08-02 22:47:10,2012-01-25 11:54:10
FOWM28914677257188,Michael Diaz,,Guadeloupe,F,Closed,1973-05-30 23:14:36,2009-02-05 19:38:49
HBFL24504836201582,Kelsey Lopez,,Lesotho,F,Open,2020-09-16 15:57:28,1980-10-07 17:22:42
OLIM02778180508268,Lauren Matthews,,Djibouti,M,Hold,1988-12-17 13:00:23,1982-08-31 03:11:52
QHTJ97750711469131,William Jones,,United States Minor Outlying Islands,F,Closed,1983-09-30 21:06:58,1986-12-11 03:07:39
WGJV49477615724915,Joshua Thomas,,Malaysia,M,Hold,2021-03-22 22:13:41,1991-03-31 22:32:19
NTSV87487670552723,Amy Adams,,Belize,F,Hold,1998-03-03 20:43:57,1972-07-08 03:39:22
FHCZ22205494383015,Frank Davis,,Micronesia,M,Open,1979-04-07 20:50:59,1977-05-22 05:49:16
BZLG68073906283706,Yvonne Davis,,Spain,F,Open,1999-08-17 23:10:49,2014-04-17 07:52:40
DAJW87661995181926,Kristen Glenn,,Venezuela,F,Open,1989-06-12 06:13:01,1986-05-12 07:16:38
LFUD53026975261201,Michelle Cameron,,Israel,F,Closed,2001-04-08 11:11:24,1996-08-20 19:10:19
JOBT63654897187457,Kristin Delgado,,Western Sahara,M,Hold,1998-08-30 19:20:59,2012-03-16 05:09:16
UCYE65396271552361,Mr. Jacob Bowers,,Kazakhstan,F,Closed,1972-03-05 08:38:04,2000-12-24 16:12:43
JEEL61062201048634,Laura Sanford,,American Samoa,F,Hold,1977-05-23 22:28:03,2021-07-26 23:18:59
BIAW79408618153731,Matthew Dawson,,Cook Islands,F,Closed,1992-03-03 05:15:09,1973-03-05 10:24:25
IPHK33641821935262,Mark Woods,,Antarctica (the territory South of 60 deg S),M,Open,1974-01-15 13:41:50,2015-01-04 20:12:14
BFYZ19466273866669,Charles Cross,,Seychelles,M,Open,2014-06-16 08:27:32,1997-04-15 15:55:09
SBNJ82128835009626,Kiara Curtis,,Vanuatu,M,Hold,2016-10-25 09:34:28,2004-01-02 00:52:06
JKQG18901130617438,Michelle Johnson,,Swaziland,F,Hold,2014-06-30 02:10:24,2000-04-06 12:54:51
ZQVT31161120181211,Brandon Taylor,,Mexico,M,Open,2016-12-19 01:33:10,2014-03-28 09:52:04
FQGN42190262230872,Anthony Sweeney,,Guyana,M,Closed,1999-09-14 13:19:03,1982-06-22 12:51:49
RPVQ73355955196253,Thomas Burns,,Senegal,F,Open,2015-11-30 12:12:15,2012-11-19 21:50:30
REAK12717024490437,Alexis Brooks,,Kiribati,F,Hold,1976-05-30 13:11:14,2013-01-11 08:47:49
XWGG97719328622844,Bradley Johnson,,Bulgaria,F,Closed,1976-08-30 10:48:49,2011-01-17 00:20:30
DECE32177456403340,Jasmine Cox,,Norfolk Island,M,Closed,1997-05-27 01:12:24,1976-06-10 04:43:54
MKDM86706871358705,Gregory Jones,,Guadeloupe,F,Hold,2015-03-27 07:47:59,2002-07-14 16:25:26
ETBP39451084409690,Tara Collins,,Western Sahara,F,Hold,1973-02-27 03:10:05,1983-10-31 00:18:28
CFPB00641721645862,Alexandra Roberts,,Montserrat,M,Open,1983-05-23 11:06:43,2019-05-11 17:18:44
XZJO08583826706282,Amber Dyer,,Chad,F,Open,2009-05-19 02:36:15,2019-05-31 08:26:47
TSGD96637591879862,Rachel Miller,,Swaziland,F,Open,2001-10-06 07:08:31,1987-02-12 00:14:29
IPBR87201656434197,Amy Smith,,Serbia,M,Open,1991-08-12 14:19:06,1997-06-29 01:45:13
EMWP17794125609110,Larry Phillips,,Reunion,M,Hold,2003-10-30 03:09:23,2020-11-17 20:33:45
EELV59070861302560,Robert Jimenez,,Peru,F,Hold,2003-12-13 05:23:02,1994-12-27 22:29:02
LLVY12772285236844,Megan Wilson,,Saint Barthelemy,F,Closed,2008-07-22 05:23:47,2001-01-01 22:46:44
JNJO05702092922496,Tristan Yang,,Timor-Leste,M,Closed,2004-03-21 00:00:09,2007-03-14 21:29:48
KFPF17081526000490,Christopher Miller,,Botswana,F,Hold,2021-06-03 15:12:27,1976-05-02 09:13:27
PWOD76387514769384,Jason Valencia,,Cote d'Ivoire,M,Closed,1997-03-26 10:46:10,1995-08-31 00:11:27
NWQU80695517563044,Alexander Stafford,,Lesotho,F,Open,1990-05-08 18:59:24,1989-07-30 01:43:35
JRPI74208675037610,Arthur Nelson,,Northern Mariana Islands,M,Hold,2014-06-24 22:02:21,1999-02-08 06:02:32
OSKH78586702978339,Melinda Simpson,,Palestinian Territory,F,Hold,1984-08-08 16:01:13,2014-06-12 06:15:18
VGVP77974921622933,Timothy Gonzales,,Honduras,F,Hold,1997-09-18 11:02:14,1993-06-08 15:57:59
TCAK90370902510627,Tina Guzman,,Christmas Island,F,Closed,1990-01-31 16:32:08,1990-02-20 12:07:18
BHRE36969835355891,Jose Cohen,,Palau,M,Open,1981-09-27 03:23:39,1999-02-04 17:36:05
OVQL29138746866299,Amanda Mcconnell,,Equatorial Guinea,M,Closed,2008-10-27 09:31:43,1977-04-11 19:40:44
JTSH98426064883437,Michael Wolf,,Taiwan,M,Closed,2001-03-05 09:35:58,1977-04-26 04:55:28
ZOOZ19040940287431,Eric Adams,,Albania,M,Closed,2020-03-01 08:56:57,2006-08-10 13:18:02
YRPI36354864987455,Melanie Vaughn,,Togo,M,Hold,2013-06-29 14:26:33,1984-01-01 05:00:31
NEMY40111532919931,Tina Davis,,Saint Lucia,F,Hold,2015-09-11 04:28:07,2016-11-23 03:01:39
AZIN16158381960410,Jacob Scott,,Brazil,F,Hold,2004-12-06 20:32:38,2019-08-17 05:28:42
SERV90992676358688,Chad Moyer,,Macedonia,M,Open,2018-05-27 18:29:58,1992-02-20 05:27:56
AAHY95841617297211,Thomas Snyder,,Cocos (Keeling) Islands,F,Closed,1989-10-21 12:02:41,1996-02-08 16:28:27
AXFH72683290788334,Hector Jackson,,Greece,F,Hold,1999-10-19 21:22:09,1988-04-03 08:22:40
ANWO85701929445796,Joanne Garrison,,Cyprus,M,Hold,2010-08-30 06:49:45,2015-05-29 04:59:34
ISJP29846509466734,Anna Odom,,Kenya,M,Hold,1997-06-05 03:11:29,1981-04-18 06:47:04
ITPF70704887264593,Andrew Leblanc,,Mauritius,M,Open,1995-08-20 14:02:29,1973-11-05 02:15:15
PGTY62880925827506,Jeremy Rivera,,United States Virgin Islands,M,Open,2004-03-18 03:42:29,2006-01-24 19:29:45
HDCW75067708257337,Vickie Maldonado,,Micronesia,F,Hold,1972-07-03 13:57:37,2005-12-13 01:53:54
TGSB22300702844684,Jacob Horton,,Yemen,F,Open,1981-04-04 09:49:01,1978-10-31 12:41:18
MHFH89645301607750,Rachel Harris,,Greenland,M,Hold,1992-07-31 15:31:34,1984-07-01 15:54:20
LUAT40109788235502,Brandon Scott,,Venezuela,F,Open,2007-08-20 23:49:22,1996-03-05 20:40:12
VHWV20670154798112,Daniel Nelson,,Armenia,F,Closed,2022-06-30 13:57:09,2010-04-20 05:32:22
UXVQ58851347579106,Sean Reilly,,Guam,F,Closed,2019-09-17 20:22:15,2001-03-13 14:06:24
ILII94362904596930,Rachel Dunn,,Bahrain,M,Open,2016-11-19 04:02:44,2007-07-23 18:56:19
RVCZ94388869907534,Olivia Simmons,,Pakistan,M,Closed,2011-05-09 19:42:48,1985-02-03 04:04:02
ZEMS78178106505345,Vicki Jones,,Panama,M,Hold,2017-04-03 21:21:45,2008-05-27 07:48:02
KOYL53397848676727,Linda Allen,,Guyana,F,Open,1974-12-31 06:49:03,1979-01-21 00:15:54
CAUG42949435649850,Joan Bond,,Niger,M,Hold,2017-11-28 04:29:45,1990-02-10 22:49:51
VKNB33887732699062,Daniel Phelps,,Czech Republic,F,Closed,1992-06-17 16:57:19,1982-12-17 17:12:27
ZESG24534515567982,Tasha Harrison,,Guadeloupe,M,Hold,2019-02-02 03:19:09,2010-12-05 20:51:11
IGVT40600304688595,Linda Cooper,,Sao Tome and Principe,M,Open,2006-08-27 06:50:07,2011-01-16 14:41:19
WOOH50091695693326,Devin Ramirez,,Saint Lucia,M,Closed,2000-12-26 21:49:48,2006-07-18 03:10:15
OVKL00681210643724,Jonathan Gonzalez,,Tajikistan,M,Hold,1983-12-09 00:49:22,1977-01-10 03:44:17
OCHY06482849914264,Tammy Wells,,Netherlands Antilles,F,Closed,1994-06-18 22:21:55,2013-12-03 23:39:59
WBJQ77500338053232,Carl Clark,,Uzbekistan,M,Closed,1999-01-30 09:11:02,1998-03-12 07:12:12
XGTR30009485354625,Miranda Jones,,Central African Republic,M,Closed,2008-04-07 04:12:45,2010-03-30 02:36:56
ISPY29711773376022,James Gordon,,Bahrain,F,Closed,1975-07-15 10:13:41,1993-05-24 23:12:37
BOGW73940563034699,Tyler Patel,,Solomon Islands,F,Hold,2003-10-26 04:39:06,1996-02-21 22:05:03
CGNY29209813435644,Benjamin Davis,,Portugal,M,Open,1974-02-20 08:43:10,2004-09-14 17:01:10
VEGB78608569838051,Gina Smith,,Tuvalu,M,Open,1985-10-25 20:51:00,2020-05-15 11:25:19
FHMX09697136769449,Christopher Bell,,Canada,M,Hold,1999-11-10 03:26:28,2001-01-26 23:14:22
OLRN22457558854613,Brittney Hill,,Nepal,M,Open,1981-07-21 23:58:28,1986-12-23 10:54:56
FWZV98190266793338,Jason Jackson,,Iran,F,Open,1974-11-02 18:45:48,2001-08-08 17:42:35
ZOVR34232804905105,Stephen Jones,,United States of America,F,Closed,1971-03-17 13:23:45,1974-01-31 14:58:20
VDZO55087114391184,Daniel Leach,,Bermuda,F,Hold,1982-01-10 12:54:51,2011-09-23 02:07:30
FJSV92568791514013,Adam Rowland,,Northern Mariana Islands,M,Closed,1975-04-18 09:01:36,1993-05-17 03:14:28
IPZM99644358225433,Joel Cole,,Estonia,M,Open,2014-02-22 02:43:49,1986-10-07 02:42:59
HLOG62986149976990,Suzanne Thompson,,Martinique,F,Open,2003-02-03 11:18:32,1999-04-06 19:41:46
OLOP42381239898507,Erin Rios,,Jamaica,M,Closed,1977-12-09 23:17:21,1989-12-03 05:59:39
EPEB66074305889931,Tyler Klein,,Kuwait,M,Hold,2009-04-21 23:14:10,1976-12-29 12:50:49
KXMX34946559606418,Crystal Shea,,Saint Vincent and the Grenadines,F,Open,2001-12-24 02:31:35,1972-05-05 11:54:00
IENJ93637422185368,Holly Hendrix,,Estonia,F,Open,1995-02-10 00:40:06,1994-12-27 21:23:48
LCYZ74951232855947,Sandra Garcia,,Netherlands,M,Hold,2016-04-01 23:33:07,2007-04-17 07:18:39
RMDK24831851289464,Maureen Sparks MD,,Suriname,M,Closed,2020-04-02 14:31:41,1975-09-11 07:45:20
NLFQ05973905734167,Charles Hamilton,,Vanuatu,M,Hold,1977-06-21 08:37:36,1977-01-03 00:10:17
AVPI49600564808857,Katherine King MD,,Seychelles,M,Hold,1974-04-10 16:23:01,2008-12-25 15:12:21
SBQA88498483741414,Christopher Silva,,Western Sahara,M,Hold,1995-01-04 20:01:07,1992-08-06 06:46:45
GBYV62239911172788,Monica Brown,,Germany,M,Open,2013-06-28 20:37:23,1998-05-24 23:23:34
AGQT28128192746306,Isabella Avery,,French Guiana,M,Open,1998-11-21 17:42:05,1985-08-03 01:04:12
ZDFD02427274594578,Jodi Harrison,,Aruba,F,Hold,1975-06-05 04:07:51,1981-07-04 08:37:29
WYJB37195913909970,Jacqueline Cruz,,Taiwan,F,Hold,1970-11-18 10:32:33,1978-12-23 14:15:51
SLBC87145833514970,Jillian Carrillo,,Yemen,F,Closed,2019-11-08 06:22:34,1981-09-01 09:26:26
WTPH28607313012836,Brenda Mccarty,,Burkina Faso,F,Open,1995-05-09 18:41:56,1992-12-22 09:20:02
UELY38384694272772,Donna Bryant,,Honduras,F,Hold,2000-04-13 14:23:10,1991-10-27 19:30:46
NRCZ54543838816417,Ann Hood,,Luxembourg,F,Open,2018-01-12 15:14:22,1979-12-29 12:00:17
YMTB12548012342637,Jessica Oliver,,France,M,Closed,1992-09-01 02:47:13,1981-02-12 09:17:44
QGNQ52588157949078,Ricky Howell,,Benin,F,Open,1971-08-08 07:03:19,2007-09-25 21:38:36
AQMK77905574274131,Frederick Rice,,French Polynesia,F,Open,1994-02-10 10:29:06,2016-02-01 07:18:06
DWPS41788419074737,Mark Browning,,Guyana,M,Hold,1982-05-09 02:23:55,2010-11-19 09:34:18
PBHL17312371112469,Taylor Myers,,Greece,M,Open,2001-06-06 00:43:25,1974-01-19 19:35:13
WNND93364792010807,Tiffany Mitchell,,Mauritania,F,Hold,1976-04-20 08:29:52,2008-01-02 15:32:24
AAVI99284562929702,Elizabeth Pierce,,Korea,M,Hold,2006-05-10 04:59:58,1974-03-03 18:06:48
GUJV93886658817629,Rebecca Mullen,,French Polynesia,M,Closed,1998-04-13 01:55:45,2016-02-28 22:37:41
XHAK09189351652716,Diana Hamilton,,Saint Barthelemy,M,Open,2002-08-10 05:13:58,2013-08-20 22:33:10
VVJS72049133833225,Denise Powell,,Singapore,M,Open,1997-05-16 21:49:17,2012-08-17 11:56:57
OXBP77410003703027,Lisa Lewis,,Holy See (Vatican City State),M,Hold,1996-05-29 09:25:16,1986-09-19 04:55:08
RNYT18653858126870,Abigail Garner,,Argentina,M,Closed,1999-06-27 21:23:51,1996-08-14 20:35:38
YAJG42689754701421,James Smith,,Portugal,M,Closed,2003-04-06 15:23:58,1977-11-19 00:20:52
GCZD89030992537761,Ashley Nichols,,Qatar,M,Closed,2016-09-27 16:34:51,1983-01-04 08:26:51
RHCL86669442785378,Michelle Williams,,Bermuda,M,Closed,1993-06-26 02:37:14,1984-08-25 00:00:05
NBVP18019433153751,Kevin Clements,,Antarctica (the territory South of 60 deg S),F,Closed,1998-09-13 17:15:51,1971-04-18 05:47:12
MMHE28388869097225,Steven Watson,,Albania,M,Closed,1995-03-24 19:41:43,2000-08-20 07:19:53
TQTI19142481763736,Juan Henry,,Austria,M,Open,1990-04-28 03:06:29,1976-02-02 19:51:17
QFNF11484113698753,Michelle Horton,,Somalia,M,Closed,1986-04-30 02:12:26,1979-05-19 16:57:43
MMVE31742678248343,Tyler Crane,,Thailand,M,Open,2008-11-11 14:55:30,1976-03-12 06:41:28
WFDT84802760606859,Deborah Andrade,,El Salvador,M,Hold,2010-03-29 06:21:19,2012-05-14 07:05:24
DLRL38516310252644,Maria Meyer,,Gibraltar,F,Hold,2019-07-15 12:09:42,1975-11-27 22:37:25
SCER21007542644820,Katrina Smith,,Monaco,M,Closed,1997-08-15 00:11:30,2015-10-14 03:32:42
ZPHD62933672723802,Amber Turner,,Dominica,F,Closed,2006-08-30 09:35:15,1994-06-10 07:55:37
CILS40061785411574,Sarah Holloway,,Honduras,M,Closed,1979-12-13 18:35:55,1988-02-29 22:54:07
VWHT55285507149899,Brittany Chen,,United Kingdom,F,Open,2000-04-05 20:23:25,2006-12-10 19:14:56
BOBM07169966030549,Corey Green,,Denmark,F,Open,2007-07-06 17:43:11,2008-01-06 02:05:53
SKQE19099654776776,Matthew Torres,,France,F,Open,2020-04-26 22:39:33,2002-10-09 19:30:27
HVFZ66653487261120,Gabriel Levy,,Iraq,M,Hold,2012-09-25 08:36:03,2019-08-26 14:30:56
WWCP51689942478539,George Herrera,,United States Minor Outlying Islands,M,Closed,1992-02-19 15:52:38,1981-12-04 12:24:44
SIWI33328295938052,Kevin Castillo,,Venezuela,M,Hold,1973-09-11 10:58:55,1992-03-09 12:30:50
GOCW83238768271272,Jeff Kim PhD,,Paraguay,F,Closed,1981-08-09 10:40:41,2005-08-07 18:15:17
TEHA06401187812653,Brandon Miller,,Cuba,M,Hold,2015-07-29 19:21:40,2005-03-07 10:07:39
QIIK25762262656875,Julie Soto,,Ghana,M,Hold,1972-01-10 21:17:35,1981-04-26 09:01:57
LZAS76244556041821,Lauren May,,American Samoa,M,Closed,2016-06-01 16:39:57,2014-12-01 22:57:41
AZYA07955580367087,Derek Johnson,,Madagascar,F,Open,1991-11-24 16:28:26,1990-12-29 05:29:04
PZAU74215341608157,Cynthia Pearson,,Gambia,M,Hold,1989-02-03 07:30:06,2004-08-08 15:19:55
QHQP10378903536859,Mr. Nicholas Pennington,,Armenia,F,Closed,1983-10-17 13:38:50,2003-02-23 18:11:56
NUSI53805810791368,Edwin Schmidt,,Marshall Islands,F,Open,1994-11-12 07:38:33,2012-07-31 01:19:30
RNWC50530601417857,Miguel Edwards,,Jordan,M,Closed,1993-10-07 04:27:25,1973-04-14 17:49:12
PQDB07297444677746,Shane Garrison PhD,,Sweden,M,Closed,1977-12-13 05:33:36,2002-03-15 04:26:08
OHGD07162929477161,Melissa Kelley,,Western Sahara,M,Open,1993-12-27 21:54:40,1995-12-19 06:32:32
RXFU62732001949619,Cody Herman,,Benin,F,Hold,2010-08-12 08:22:06,1981-10-24 12:27:49
DBQE17396351373696,John Gutierrez,,American Samoa,M,Open,2021-11-02 00:59:13,1993-09-17 12:10:03
WLHN03511407555771,Harold Brandt,,Andorra,F,Closed,1984-08-23 10:42:01,1976-05-22 23:05:21
KKVC52265438550700,Sean Hansen,,Belgium,F,Closed,1978-12-05 15:10:49,1976-08-14 02:01:55
VPBW59018529125963,Alex Soto,,Monaco,M,Open,2003-03-16 07:24:08,1979-02-18 13:52:43
GRFM48290563264079,Aimee Frederick,,Saint Vincent and the Grenadines,F,Hold,2020-03-18 22:52:33,1984-06-25 13:48:02
UYNK75795064928306,Charles Ware,,Falkland Islands (Malvinas),M,Open,1972-09-02 18:44:56,1984-09-11 10:31:03
SLHC48814215593779,Rhonda Jacobs,,Yemen,F,Open,1976-04-25 06:01:09,1991-01-03 08:12:23
UZTM77833903683408,Jeffery Chung,,Haiti,F,Hold,2000-08-14 01:34:36,1975-11-12 01:42:34
LJTQ84262666078554,Karla Davidson,,Brunei Darussalam,F,Open,1997-10-15 11:19:08,2008-10-15 17:49:31
EXFG25387843169562,Mrs. Madison Sellers,,Gibraltar,F,Open,1989-11-01 18:36:51,2017-10-11 05:03:55
YCFK56732312019436,Danielle Murray,,Bermuda,F,Hold,1986-12-07 20:10:37,2006-09-16 15:45:48
TBWC62586984598651,Tiffany Francis,,Sao Tome and Principe,M,Closed,2004-05-06 00:56:16,1990-06-10 14:43:56
LXAD73201804101226,Beth Miller,,Ghana,F,Hold,1991-01-06 23:37:34,2013-07-11 04:59:16
ATZT46610419724663,Steven Brown,,Guyana,F,Hold,2021-05-01 07:51:04,1986-07-31 05:31:04
QIYH62328230041461,Jessica Nielsen,,Isle of Man,M,Closed,1997-04-08 10:18:02,1985-03-23 12:16:50
IPSR13147880562869,Lori White,,Equatorial Guinea,F,Closed,2022-08-20 13:14:37,1994-07-29 16:49:44
NQCL80684107595833,Zachary Goodman,,Panama,F,Hold,2005-03-21 02:55:49,2002-07-11 18:30:31
KFGF63214895734485,Mary Zavala,,Russian Federation,F,Closed,2012-05-02 09:03:38,2019-10-19 19:39:30
OXCF48171899586025,Ryan Ortiz,,Malta,M,Closed,2022-05-17 10:19:52,1988-05-26 05:28:17
DYQN09385436608668,Christina Warner,,Madagascar,M,Closed,1990-10-17 14:52:51,2002-03-20 09:09:38
TAUY59999730336252,Timothy Scott,,Kazakhstan,M,Open,2022-09-05 11:02:19,1987-10-01 02:48:50
LIXQ34475927612370,David Brown,,Portugal,M,Hold,1987-12-15 21:17:25,1994-03-15 00:01:39
CWBT56644037237494,Rachel Wu,,Bhutan,F,Open,2011-07-05 01:33:51,1972-05-27 12:30:46
GMXC46160190628257,Mary Harrison,,Christmas Island,F,Open,2005-02-27 08:17:28,2015-08-08 18:34:25
QCSO20539619448780,Sarah Cooper,,Bouvet Island (Bouvetoya),M,Closed,1984-02-01 15:41:39,1980-09-27 21:11:22
AMWJ32150473438009,Rachel Stephens,,Peru,M,Hold,2008-06-21 12:57:26,2013-08-12 08:48:12
KBDO75214758688212,Juan Edwards,,Cambodia,F,Open,2007-09-02 19:49:03,1977-09-05 20:37:24
